Entry	Entry Name	Gene Names	Length	Gene Ontology (cellular component)
P38009	PUR92_YEAST	ADE17 YMR120C YM8564.02C	592	cytosol [GO:0005829]; plasma membrane [GO:0005886]
P38011	GBLP_YEAST	ASC1 CPC2 YMR116C YM9718.15C	319	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]
P38013	AHP1_YEAST	AHP1 YLR109W L2916 L9354.5	176	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]
P38041	BOI1_YEAST	BOI1 BOB1 GIN7 YBL085W YBL0717	980	cellular bud [GO:0005933]; cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; site of polarized growth [GO:0030427]; trans-Golgi network [GO:0005802]
P38042	CDC27_YEAST	CDC27 APC3 SNB1 YBL084C YBL0718	758	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]; nuclear periphery [GO:0034399]
P38063	KPR4_YEAST	PRS4 PRPS4 YBL068W YBL0619	326	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]
P38067	SSDH_YEAST	UGA2 UGA5 YBR006W YBR0112	497	cytoplasm [GO:0005737]
P38069	MNN2_YEAST	MNN2 CRV4 LDB8 TTP1 YBR015C YBR0220	597	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]
P38070	YPK3_YEAST	YPK3 YBR028C YBR0312	525	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]
P38071	ETR1_YEAST	ETR1 MRF1 MRF1' YBR026C YBR0310	380	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P38074	ANM1_YEAST	HMT1 ODP1 RMT1 YBR034C YBR0320	348	nucleus [GO:0005634]
P38075	PDX3_YEAST	PDX3 YBR035C YBR0321	228	mitochondrial intermembrane space [GO:0005758]
P38077	ATPG_YEAST	ATP3 ATP3a ATP3b YBR039W YBR0408	311	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]
P38080	AKL1_YEAST	AKL1 YBR059C YBR0519	1108	cell periphery [GO:0071944]; cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; prospore membrane [GO:0005628]
P38084	BAP2_YEAST	BAP2 YBR068C YBR0629	609	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P38085	TAT1_YEAST	TAT1 TAP1 VAP1 YBR069C YBR0710	619	cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P38086	RDH54_YEAST	RDH54 TID1 YBR073W YBR0715	958	nucleus [GO:0005634]
P38088	SYG_YEAST	GRS1 YBR121C YBR0917	690	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P38109	ATG42_YEAST	ATG42 YBR139W YBR1015	508	fungal-type vacuole [GO:0000324]; fungal-type vacuole lumen [GO:0000328]; vacuolar lumen [GO:0005775]
P38110	ATM_YEAST	TEL1 YBL088C YBL0706	2787	chromosome [GO:0005694]; chromosome, telomeric region [GO:0000781]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P38111	ATR_YEAST	MEC1 ESR1 SAD3 YBR136W YBR1012	2368	ATR-ATRIP complex [GO:0070310]; chromosome [GO:0005694]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P38112	MAK5_YEAST	MAK5 YBR142W YBR1119	773	nucleolus [GO:0005730]
P38115	ARA1_YEAST	ARA1 YBR149W YBR1127	344	cytosol [GO:0005829]
P38116	ARL1_YEAST	ARL1 ARF3 YBR164C YBR1216	183	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; phagophore assembly site [GO:0000407]; trans-Golgi network [GO:0005802]
P38121	DPOA2_YEAST	POL12 YBL035C YBL0414	705	alpha DNA polymerase:primase complex [GO:0005658]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]
P38123	SWD3_YEAST	SWD3 CPS30 SAF35 YBR175W YBR1237	315	chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]
P38125	DTR1_YEAST	DTR1 YBR180W YBR1242	572	cell periphery [GO:0071944]; plasma membrane [GO:0005886]; prospore membrane [GO:0005628]
P38127	RIM2_YEAST	RIM2 YBR192W YBR1402	377	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P38128	SMP1_YEAST	SMP1 YBR182C YBR1245	452	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38129	TAF5_YEAST	TAF5 TAF90 YBR198C YBR1410	798	nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; transcription factor TFIID complex [GO:0005669]
P38130	KTR3_YEAST	KTR3 YBR205W YBR1445	404	cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]
P38132	MCM7_YEAST	MCM7 CDC47 YBR202W YBR1441	845	chromosome, telomeric region [GO:0000781]; CMG complex [GO:0071162]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; MCM core complex [GO:0097373]; nuclear pre-replicative complex [GO:0005656]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P38137	FAT2_YEAST	PCS60 AAE3 FAT2 YBR222C YBR1512	543	cytoplasm [GO:0005737]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]
P38138	GLU2A_YEAST	ROT2 GLS2 YBR229C YBR1526	954	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; glucosidase II complex [GO:0017177]; mitochondrion [GO:0005739]
P38139	LDH1_YEAST	LDH1 YBR204C YBR1444	375	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; membrane [GO:0016020]
P38140	ERT1_YEAST	ERT1 YBR239C YBR1622	529	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38143	GPX2_YEAST	GPX2 YBR244W YBR1632	162	cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]
P38144	ISW1_YEAST	ISW1 YBR245C YBR1633	1129	chromatin [GO:0000785]; Isw1 complex [GO:0016587]; Isw1a complex [GO:0036436]; Isw1b complex [GO:0036437]; nucleolar chromatin [GO:0030874]; nucleus [GO:0005634]
P38146	YPT10_YEAST	YPT10 YBR264C YBR1733	199	cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
P38147	CHK1_YEAST	CHK1 YBR274W YBR1742	527	cytoplasm [GO:0005737]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
P38149	DUG2_YEAST	DUG2 YBR281C YBR2018	878	cytoplasm [GO:0005737]; glutathione hydrolase complex [GO:0061672]; nuclear periphery [GO:0034399]; nucleus [GO:0005634]
P38153	AP3M_YEAST	APM3 YKS6 YBR288C YBR2035	483	AP-3 adaptor complex [GO:0030123]; clathrin adaptor complex [GO:0030131]; cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]
P38165	RTG3_YEAST	RTG3 YBL103C YBL0810	486	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
P38167	ECM21_YEAST	ECM21 YBL101C YBL0814	1117	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P38169	KMO_YEAST	BNA4 YBL098W YBL0828	460	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]
P38170	CND2_YEAST	BRN1 YBL097W YBL0830	754	condensin complex [GO:0000796]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38174	MAP2_YEAST	MAP2 YBL091C YBL0701	421	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38181	NU170_YEAST	NUP170 NLE3 YBL079W YBL0725	1502	chromosome, subtelomeric region [GO:0099115]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore inner ring [GO:0044611]
P38182	ATG8_YEAST	ATG8 APG8 AUT7 CVT5 YBL078C YBL0732	117	autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; Cvt vesicle membrane [GO:0033110]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; fungal-type vacuole membrane [GO:0000329]; lipid droplet [GO:0005811]; mitochondrial membrane [GO:0031966]; phagophore assembly site [GO:0000407]; vacuole-isolation membrane contact site [GO:0120095]
P38193	PP4R2_YEAST	PSY4 HTP3 YBL046W YBL0402	441	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein phosphatase 4 complex [GO:0030289]
P38198	STU1_YEAST	STU1 YBL034C YBL0416	1513	cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; mitotic spindle [GO:0072686]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; polar microtubule [GO:0005827]; spindle microtubule [GO:0005876]
P38199	HEK2_YEAST	HEK2 KHD1 YBL032W YBL0418	381	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]
P38200	SHE1_YEAST	SHE1 YBL031W YBL0420	338	cellular bud neck [GO:0005935]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nuclear microtubule [GO:0005880]
P38203	LSM2_YEAST	LSM2 SMX5 SNP3 YBL026W YBL0425	95	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; Lsm1-7-Pat1 complex [GO:1990726]; nucleolus [GO:0005730]; nucleus [GO:0005634]; P-body [GO:0000932]; precatalytic spliceosome [GO:0071011]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]; spliceosomal complex [GO:0005681]; U4/U6 snRNP [GO:0071001]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]
P38205	NCL1_YEAST	NCL1 TRM4 YBL024W YBL0437	684	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P38207	APN2_YEAST	APN2 ETH1 YBL019W YBL0443	520	nucleus [GO:0005634]
P38208	POP8_YEAST	POP8 YBL018C YBL0301	133	cytosol [GO:0005829]; nucleolar ribonuclease P complex [GO:0005655]; nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172]
P38211	GPI18_YEAST	GPI18 YBR004C YBR0110	433	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glycosylphosphatidylinositol-mannosyltransferase II complex [GO:0120097]; mannosyltransferase complex [GO:0031501]; mitochondrion [GO:0005739]
P38212	RCR1_YEAST	RCR1 YBR005W YBR0111	213	endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]
P38217	IMB2_YEAST	KAP104 YBR017C YBR0224	918	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear pore [GO:0005643]; nucleus [GO:0005634]
P38221	CDS1_YEAST	CDS1 CDG1 YBR029C YBR0313	457	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi to plasma membrane transport vesicle [GO:0070319]
P38225	FAT1_YEAST	FAT1 YBR041W YBR0411	669	cell periphery [GO:0071944]; cytoplasmic side of plasma membrane [GO:0009898]; endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; lipid droplet [GO:0005811]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]
P38227	QDR3_YEAST	QDR3 AQR2 YBR043C YBR0413	689	cell periphery [GO:0071944]; plasma membrane [GO:0005886]
P38228	TCM62_YEAST	TCM62 YBR044C YBR0414	572	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P38230	QOR_YEAST	ZTA1 YBR046C YBR0421	334	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P38236	FL2D_YEAST	MUM2 YBR057C YBR0514	366	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; RNA N6-methyladenosine methyltransferase complex [GO:0036396]
P38237	UBP14_YEAST	UBP14 GID6 YBR058C YBR0515	781	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P38238	TRM7_YEAST	TRM7 YBR061C YBR0527	310	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P38241	SLT11_YEAST	ECM2 SLT11 YBR065C YBR0614	364	nucleus [GO:0005634]; Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]
P38242	ALG14_YEAST	ALG14 YBR070C YBR0711	237	cytoplasmic side of Golgi membrane [GO:0098548]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; nuclear membrane [GO:0031965]; nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175]; peroxisome [GO:0005777]; UDP-N-acetylglucosamine transferase complex [GO:0043541]
P38244	PFF1_YEAST	PFF1 YBR074W YBR0718 YBR0719 YBR075W	976	fungal-type vacuole membrane [GO:0000329]
P38247	SLM4_YEAST	SLM4 EGO3 GSE1 YBR077C YBR0723	162	cytoplasm [GO:0005737]; fungal-type vacuole membrane [GO:0000329]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; Ragulator complex [GO:0071986]
P38248	ECM33_YEAST	ECM33 YBR078W YBR0727	429	endoplasmic reticulum [GO:0005783]; fungal-type cell wall [GO:0009277]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
P38249	EIF3A_YEAST	RPG1 TIF32 YBR079C YBR0734	964	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; incipient cellular bud site [GO:0000131]; multi-eIF complex [GO:0043614]
P38250	IST2_YEAST	IST2 YBR086C YBR0809	946	cell periphery [GO:0071944]; cellular bud membrane [GO:0033101]; cortical endoplasmic reticulum [GO:0032541]; plasma membrane [GO:0005886]
P38251	RFC5_YEAST	RFC5 YBR087W YBR0810	354	Ctf18 RFC-like complex [GO:0031390]; DNA replication factor C complex [GO:0005663]; Elg1 RFC-like complex [GO:0031391]; nucleus [GO:0005634]; Rad17 RFC-like complex [GO:0031389]
P38255	RXT2_YEAST	RXT2 RAF60 YBR095C YBR0822	430	cytosol [GO:0005829]; nucleus [GO:0005634]; Rpd3L complex [GO:0033698]; Rpd3L-Expanded complex [GO:0070210]
P38257	MMS4_YEAST	MMS4 SLX2 YBR098W YBR0826 YBR0829 YBR100W	691	Holliday junction resolvase complex [GO:0048476]; nuclear replication fork [GO:0043596]
P38260	FES1_YEAST	FES1 YBR101C YBR0830	290	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]
P38261	EXO84_YEAST	EXO84 USA3 YBR102C YBR0831	753	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; exocyst [GO:0000145]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; prospore membrane [GO:0005628]; transport vesicle [GO:0030133]
P38262	SIF2_YEAST	SIF2 EMB1 YBR103W YBR0832	535	nucleus [GO:0005634]; Rpd3L-Expanded complex [GO:0070210]; Set3 complex [GO:0034967]
P38263	GID4_YEAST	VID24 GID4 YBR105C YBR0834	362	cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; GID complex [GO:0034657]; vacuole [GO:0005773]
P38264	PHO88_YEAST	PHO88 SND3 YBR106W YBR0835	188	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; mitochondrion [GO:0005739]
P38265	CENPL_YEAST	IML3 MCM19 YBR107C YBR0836	245	kinetochore [GO:0000776]; nucleus [GO:0005634]; outer kinetochore [GO:0000940]
P38266	AIM3_YEAST	AIM3 YBR108W YBR0901	947	actin cortical patch [GO:0030479]; membrane raft [GO:0045121]
P38270	ATG14_YEAST	ATG14 APG14 CVT12 YBR128C YBR1003	344	fungal-type vacuole membrane [GO:0000329]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; vacuole-isolation membrane contact site [GO:0120095]
P38271	OPY1_YEAST	OPY1 YBR129C YBR1004	328	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
P38272	SHE3_YEAST	SHE3 YBR130C YBR1005	425	cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]
P38273	CCZ1_YEAST	CCZ1 AUT11 CVT16 YBR131W YBR1006	704	cytosol [GO:0005829]; endosome [GO:0005768]; late endosome [GO:0005770]; Mon1-Ccz1 complex [GO:0035658]; multivesicular body membrane [GO:0032585]; vacuolar membrane [GO:0005774]
P38274	HSL7_YEAST	HSL7 YBR133C YBR1008	827	cellular bud neck [GO:0005935]; cellular bud neck septin collar [GO:0032174]; cellular bud neck septin ring [GO:0000144]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; outer plaque of spindle pole body [GO:0005824]
P38279	YPQ3_YEAST	RTC2 YPQ3 YBR147W YBR1124	296	fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
P38282	SP381_YEAST	SPP381 YBR152W YBR1202	291	cytosol [GO:0005829]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]
P38283	INCE_YEAST	SLI15 YBR156C YBR1206	698	chromosome passenger complex [GO:0032133]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]
P38285	AMN1_YEAST	AMN1 CST13 ICS4 YBR158W YBR1208	549	cellular bud [GO:0005933]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38286	MKAR_YEAST	IFA38 YBR159W YBR1209	347	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
P38287	CSH1_YEAST	CSH1 YBR161W YBR1212	376	fungal-type vacuole [GO:0000324]; Golgi apparatus [GO:0005794]; mannosyltransferase complex [GO:0031501]; vacuolar membrane [GO:0005774]
P38289	EXO5_YEAST	EXO5 DEM1 YBR163W YBR1215	585	mitochondrion [GO:0005739]; nucleus [GO:0005634]
P38291	POP7_YEAST	POP7 RPP2 YBR167C YBR1219	140	nucleolar ribonuclease P complex [GO:0005655]; ribonuclease MRP complex [GO:0000172]; telomerase holoenzyme complex [GO:0005697]
P38293	UMP1_YEAST	UMP1 YBR173C YBR1234	148	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38295	MCFS2_YEAST	EHT1 YBR177C YBR1239	451	lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
P38297	FZO1_YEAST	FZO1 YBR179C YBR1241	855	mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisomal-mitochondrial contact site [GO:0160189]; peroxisome [GO:0005777]
P38298	YPC1_YEAST	YPC1 YBR183W YBR1305	316	cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
P38300	MBA1_YEAST	MBA1 YBR185C YBR1307	278	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P38301	GDT1_YEAST	GDT1 YBR187W YBR1310	280	cis-Golgi network [GO:0005801]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; Golgi medial cisterna [GO:0005797]
P38302	NTC20_YEAST	NTC20 SNT384 YBR188C YBR1316	140	Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]
P38304	MED8_YEAST	MED8 YBR193C YBR1403	223	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]
P38307	DER1_YEAST	DER1 YBR201W YBR1413	211	endoplasmic reticulum membrane [GO:0005789]; Hrd1p ubiquitin ligase complex [GO:0000836]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]
P38310	FTH1_YEAST	FTH1 YBR207W YBR1446	465	endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; high-affinity iron exporter complex [GO:0061841]; high-affinity iron permease complex [GO:0033573]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
P38313	CENPU_YEAST	AME1 ARP100 YBR211C YBR1458	324	COMA complex [GO:0000817]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleus [GO:0005634]; spindle pole body [GO:0005816]
P38316	ATG12_YEAST	ATG12 APG12 YBR217W YBR1506	186	Atg12-Atg5-Atg16 complex [GO:0034274]; autophagosome membrane [GO:0000421]; cytosol [GO:0005829]; phagophore assembly site membrane [GO:0034045]; transferase complex [GO:1990234]
P38319	TYDP1_YEAST	TDP1 YBR223C YBR1520	544	mitochondrion [GO:0005739]; nucleus [GO:0005634]
P38323	CLPX_YEAST	MCX1 YBR227C YBR1524	520	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P38324	SLX1_YEAST	SLX1 YBR228W YBR1525	304	nuclear chromosome [GO:0000228]; nucleus [GO:0005634]; Slx1-Slx4 complex [GO:0033557]
P38326	SWC5_YEAST	SWC5 AOR1 YBR231C YBR1529	303	chromatin [GO:0000785]; cytosol [GO:0005829]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]
P38328	ARPC1_YEAST	ARC40 YBR234C YBR1532	384	actin cortical patch [GO:0030479]; actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]
P38329	VHC1_YEAST	VHC1 YBR235W YBR1601	1120	fungal-type vacuole membrane [GO:0000329]; vacuolar membrane [GO:0005774]; vacuole-mitochondrion membrane contact site [GO:1990816]
P38331	YB92_YEAST	YBR242W YBR1627	238	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38332	DPH7_YEAST	RRT2 DPH7 ERE1 YBR246W YBR1634	387	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]
P38333	ENP1_YEAST	ENP1 MEG1 YBR247C YBR1635	483	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]; small-subunit processome [GO:0032040]
P38334	TRS20_YEAST	TRS20 YBR254C YBR1722	175	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]; TRAPP complex [GO:0030008]; TRAPPI protein complex [GO:1990070]; TRAPPII protein complex [GO:1990071]; TRAPPIII protein complex [GO:1990072]
P38336	POP4_YEAST	POP4 YBR257W YBR1725	279	nucleolar ribonuclease P complex [GO:0005655]; ribonuclease MRP complex [GO:0000172]; ribonuclease P complex [GO:0030677]
P38339	RGD1_YEAST	RGD1 YBR260C YBR1728	666	actin cortical patch [GO:0030479]; cell cortex [GO:0005938]; cell division site [GO:0032153]; cell tip [GO:0051286]; cellular bud [GO:0005933]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]; prospore membrane [GO:0005628]; site of polarized growth [GO:0030427]
