protein1,protein2,label
P53279,Q06813,0
Q02647,Q04370,0
O75012,P38991,0
P38629,Q12400,0
O13569,Q08728,0
P22354,P47141,1
P47174,P50084,0
P29340,Q05612,0
P0C5R2,P40365,0
P25046,P36108,0
P39107,P53093,0
P38239,P53915,0
P39559,Q9P305,0
P53188,P53842,0
P36532,P38816,0
Q05898,Q7LIF1,0
P36151,Q6B0W0,0
P23248,P51401,1
P13902,Q06702,0
P37267,Q08004,0
Q06201,Q08285,0
P0CX93,P38316,0
A0A023PZI1,P05317,0
P38886,Q08207,0
P36144,P53210,0
P00912,P53143,0
Q07930,Q6Q560,0
P38061,P53885,0
Q03390,Q03799,0
P40303,Q99176,0
P38715,P53293,0
P0CX19,Q12253,0
P39989,Q99339,0
A0A023PXC2,Q12322,0
P02406,Q04231,0
A0A023PXF2,A0A023PZI4,0
P17695,Q12261,0
A0A023PXB9,P0CX41,0
P38801,P53274,0
P25296,P25369,0
P38620,Q99278,0
P32911,Q3E776,0
P23797,P53093,0
P47028,Q07532,0
O13579,P53066,0
P40556,Q00873,0
O13543,P87267,0
E9PAF1,P53315,0
P28320,Q08816,0
P07285,P39990,0
P25554,P53736,0
P36526,Q12346,0
O13513,P05745,0
P00854,Q12297,0
P02309,Q07992,0
Q08144,Q08259,0
P53860,P53881,0
P40156,Q08634,0
P40006,Q3E790,0
A0A023PYF7,Q04767,0
P07257,P43578,0
P36167,P40459,0
P38780,P54003,0
P32450,Q02770,0
O94086,P40507,0
P53727,Q12187,0
A0A023PYD0,P33759,0
P06182,P32860,0
P18852,P38307,0
P40576,P46965,0
P0CE69,P43567,0
P00812,Q03161,0
P32781,Q12063,0
P46992,Q03677,0
P25359,P40513,0
P15019,P40104,0
P11076,Q05867,0
Q12115,Q6B0X2,0
P38785,P53269,0
P33303,P53110,0
P36108,Q06406,0
Q02516,Q03787,0
Q07688,Q12297,0
P32570,Q04867,0
P38998,P53267,0
P32939,P40025,0
P53177,Q8TGL4,0
P0CX42,P39983,1
Q06152,Q12395,0
O13533,P87268,0
E9PAF1,P34215,0
P0CY07,Q02598,0
P38281,Q04438,0
O13576,P0CL28,0
P0C0W1,Q05775,1
P53221,Q12531,0
P47142,P53232,0
P25385,Q01590,1
P39108,Q08786,0
P32787,P50947,0
P14120,P43599,0
P39996,Q03049,0
P22148,P39515,0
O13536,P53093,0
P38958,P53853,0
Q02159,Q04341,0
P39729,Q08745,1
Q03788,Q04018,0
P19516,Q03529,0
P25602,Q01662,0
P0CL30,P53884,0
P0C2H6,P25368,0
P25640,Q04438,0
Q06148,Q12497,0
P38146,Q04689,0
A0A023PZH9,P35733,0
P36523,Q06630,1
O13519,P11747,0
P38203,P47151,0
P40503,P50623,0
P09937,P0C2H9,0
P0CH64,Q12365,0
P0CX79,P24000,0
Q06144,Q12525,0
P25626,Q08926,0
P25601,Q04307,0
P53122,Q08873,0
P34215,P43622,0
Q05871,Q3E7Y3,0
P40452,Q06815,0
P05740,Q12431,0
P22135,Q9P305,0
P27344,Q00618,0
P32601,P40531,0
P38219,P38345,0
P38178,Q06678,0
O13586,P28777,0
P53720,Q05637,0
P0CH08,P53060,0
P31386,Q04867,0
P38064,P43558,0
P40917,Q08926,0
P47120,Q08955,0
Q04031,Q12522,1
P47821,P53240,0
P36042,Q08914,0
P25654,P47064,0
A0A023PXH2,P25294,0
P47133,Q07865,0
P40166,P53887,0
P38077,P40035,0
A0A023PXG7,Q08723,0
P32633,P40214,0
P0CX44,Q08270,0
Q02799,Q03102,0
P32602,P36110,0
P32445,P40080,0
P18410,P40302,0
P53251,Q08259,0
P22148,P38913,0
P43594,P53233,0
P32564,P39676,0
P00424,Q12143,0
P22133,P38071,0
P06100,Q04902,0
P33412,P47049,0
P53097,Q02889,0
P0CL37,P46991,0
P53686,Q12476,0
P38747,Q04867,0
P28778,Q03246,1
P39710,Q12117,0
P32943,P36071,0
P32787,P53330,0
Q03885,Q07938,0
P07285,Q12163,0
P38267,P53111,0
P04173,P38816,0
P40339,Q12082,0
Q12327,Q3E795,0
P53183,Q99394,0
P40037,P40212,0
P53859,Q03208,0
P43577,Q99278,0
P38208,Q03835,0
P10659,P50945,0
P06367,Q12454,0
A0A023PYC6,P43539,0
P38307,P47123,0
P28777,Q12365,0
O13566,Q3E7Z8,0
P32179,P33442,0
P53732,Q04438,0
P39742,P53831,0
P39938,Q12091,0
P40031,P53032,0
P38175,P53937,1
P38265,P53291,0
O13537,Q3E757,0
Q02793,Q03406,0
P53093,Q04398,0
P32529,P38790,0
P36532,Q06636,0
Q12522,Q3E757,1
P43321,P47092,0
P23594,P37303,0
O13530,Q08222,0
P07560,P38632,0
P47028,Q04226,0
P32611,Q96VG6,0
P32907,Q04344,0
P0CX78,P89886,0
P40073,Q12051,0
P18496,P38301,0
P47132,P53113,0
P32904,P38175,1
P32452,Q08465,0
P25354,P40571,0
P26364,P53265,0
O13571,P06174,0
P25554,P53967,0
P87263,Q07658,0
P21705,P25575,0
P32613,Q03337,1
P36025,Q3E829,0
P09457,P25352,0
P53900,Q12274,0
P38183,Q08736,0
O14467,P05745,1
P54857,Q03864,0
P36019,P47165,0
P18562,Q08634,0
P25603,P37303,0
P07703,P20434,1
P0CY07,P38189,0
P00427,P18238,0
P53292,P53899,0
P36169,P53204,0
P40451,Q3E795,0
Q08911,Q12394,0
P32318,P42840,0
Q02983,Q9ZZW2,0
P47182,P53242,0
A0A023PZA4,Q06504,0
P46947,Q03879,0
P32496,P87282,0
A0A023PZB3,Q06541,0
P38011,P38146,0
A0A023PZG4,P25443,0
P0CX77,Q08910,0
P41808,Q07953,0
P34246,Q08272,0
P25617,Q12048,0
P40211,P53105,0
P36042,Q12306,0
P33323,P47150,0
P53188,P53223,0
P32471,P36079,0
O13574,Q12438,0
P40211,P40553,0
P53268,P87283,0
O13543,Q07508,0
P40079,P49017,0
P53942,Q03788,0
P38809,Q05867,0
P26321,Q6B0R2,0
P25377,Q12099,0
P06197,P53147,0
P0CX23,P20052,0
P40490,Q06263,0
Q06090,Q06624,0
P0CX40,Q07458,0
A0A023PYI5,Q07990,0
P53252,P53875,0
P38304,P47095,0
P40542,Q07688,0
P39551,Q03799,0
P35127,P47119,0
P53085,Q06511,0
Q02754,Q08227,0
P36105,Q07915,1
P32904,P36153,0
P0CX31,P26783,1
P38332,P46984,0
P05373,P38710,0
P29509,Q99314,0
P38884,P40505,0
P37263,P39710,0
P40363,Q3E756,0
P15873,Q3E829,0
P53143,P53342,0
P36133,P47066,0
P38884,P53941,0
P37293,Q03667,0
P25347,P30656,0
P40479,Q12274,0
Q12063,Q6Q571,0
P14682,Q99401,0
P23833,Q12672,0
P53162,Q04201,0
Q02795,Q99373,0
P11076,P19146,1
Q12026,Q12390,0
P38792,Q05498,1
Q05777,Q8TGN4,0
Q12425,Q8TGK8,0
P40011,Q12743,0
P69771,Q07658,0
P40447,P53686,0
P47118,P54780,0
P38313,P43545,0
P25619,P36025,0
P38168,P43578,0
Q04898,Q08686,0
P0CH08,P47096,0
P33201,Q04031,1
Q04110,Q99219,0
P53141,Q08651,0
P0CY01,P40072,0
P28789,Q08971,0
P43537,Q07508,0
P25586,P53859,1
P12962,P47089,0
P53282,Q05892,0
A0A023PXP7,P00425,0
P32529,Q03020,0
Q12341,Q3E7A7,0
P39973,Q99188,0
P0CL38,P43582,0
P39988,Q06338,0
P26755,P40168,0
P42939,Q04406,0
P0CE98,Q12346,0
P05744,P05745,1
P16370,P46991,0
P04911,P40206,0
Q08533,Q3E756,0
P00817,P53302,0
P36059,P38855,0
Q08278,Q12111,0
Q04226,Q08321,0
P40484,P53206,0
P53032,P53200,0
P21965,P34232,0
P53849,Q07992,0
P04456,P0CX38,1
P36103,P47124,0
Q04033,Q99177,0
P25378,P40440,0
P36072,P50623,0
Q03125,Q12359,0
P50110,Q03760,0
P40857,Q07881,0
A0A023PZD5,P00854,0
P38263,Q04299,0
P40446,Q06236,0
P0C2H9,P22434,0
P50945,Q04521,0
P43619,Q06236,0
P15496,P39548,0
P00817,P38316,0
A0A023PXK2,O13543,0
P19358,P38839,0
A0A023PZF9,P38072,0
P18898,P47086,0
A0A023PXB5,P29055,0
P29703,Q3E791,0
P53181,Q03406,0
P87263,Q04430,0
P0CX19,P38615,0
O13522,P53849,0
P26793,P32344,0
O60200,P41805,0
P25378,P38268,0
Q04898,Q12199,0
P38175,P53905,0
P53915,Q12400,0
Q02864,Q07541,0
P25565,P51996,0
A0A023PZG4,P47092,0
P52923,Q06201,0
P36017,P40447,0
P38247,P38844,0
P43545,P53281,0
P38832,Q12746,0
Q03175,Q12127,0
P00424,P53737,0
Q04838,Q12163,0
P35179,Q08743,0
E9PAD6,Q6B0R2,0
P10127,Q04898,0
P38736,Q12520,0
P05744,Q06497,0
P36039,Q06346,0
P13517,P18562,0
A0A023PXL1,P47152,0
O60200,Q08533,0
O94143,Q8TGN6,0
P32914,Q04923,0
O42831,P40994,0
P36105,Q01976,0
Q03768,Q06494,0
P43592,Q04413,0
P15646,P53183,0
P25650,P53139,0
Q03981,Q12529,0
P0CH09,P53821,0
P38429,P53295,0
P00546,P39726,0
P0CX46,P39939,1
Q8TGN4,Q99326,0
P04456,Q08962,1
P46962,P53738,0
O13546,Q07535,0
P38930,Q04598,0
A0A023PYK2,Q12125,0
A0A023PXB9,P0CX56,0
P0CX83,P46654,1
P25601,P42884,0
A0A023PXH4,Q03558,0
A0A023PZF2,P40000,0
P0CD90,P53724,0
P0CX29,P25637,0
P36059,P47095,0
P0C5L6,Q08742,0
Q03049,Q04751,0
P39714,P40571,0
P27882,P36109,0
P40454,Q07988,0
A0A023PZD0,Q06672,0
Q12082,Q12147,0
P32605,Q08439,0
P0CX82,P40043,0
P38186,Q6B0R2,0
O13522,P53113,0
P18238,P42840,0
Q00723,Q03246,0
P25605,P33759,0
P53216,Q99345,0
P10662,Q12486,0
P18410,P41816,0
P40479,Q04767,0
Q08202,Q12274,0
P25354,P26754,0
P53823,Q08842,0
P0CL28,P53152,0
P38122,Q08223,0
P00360,P47011,0
Q08991,Q3E798,0
P47017,P53342,0
P18562,Q04909,0
P12962,P38430,0
Q02950,Q12524,0
P04803,P36525,0
P02407,P32905,1
P32379,P36030,0
A0A023PZC7,Q08789,0
P32792,Q04272,0
P10355,P40206,0
P40097,Q6Q572,0
O13531,P0CI66,0
P41735,P53238,0
P37298,P47038,0
P36169,Q12307,0
Q03787,Q99260,0
A0A023PZH1,P25603,0
P43547,Q12199,0
A0A023PXM2,Q12522,0
P0CL39,P52492,0
P36017,P36038,0
P27654,P53219,0
P05318,P0CX29,1
P36073,Q12249,0
P13856,Q00246,0
P25385,Q02803,0
P53864,Q03390,0
P53717,Q08811,0
P0CX26,Q12444,0
P40033,P53937,1
P32585,P39547,0
P09937,Q12026,0
P0CX96,Q07978,0
P38886,Q08723,1
A0A023PZI4,Q05610,0
Q08910,Q12305,0
P28778,P39728,0
P53229,Q05898,0
Q06624,Q99318,0
P50088,P53223,0
P38252,Q12056,0
P38290,Q8TGL4,0
P40314,Q04947,0
P0CX56,Q12058,0
P33412,P36103,0
P41819,P45978,0
P38233,Q6B0X2,0
P46998,Q12400,0
P38063,P39532,0
P25583,Q12341,0
P87282,Q08474,0
P29340,Q00873,0
P0CE88,P40558,0
P29453,P38263,0
P38637,Q07648,0
P47103,Q07788,0
P53833,Q12182,0
Q05779,Q3E792,0
P57743,Q04031,0
P32524,Q12064,0
A0A023PYG1,P87262,0
P52920,Q08976,0
Q12117,Q12270,0
P38794,Q03786,0
P53167,Q01976,0
P0CX50,P40003,0
P23369,P31334,1
Q03956,Q08811,0
P40452,Q04304,0
P33199,Q12471,0
P0CF21,P25604,0
P05986,P40339,0
Q08270,Q12155,0
O13587,P53846,0
P43578,Q02598,0
O13549,P54003,0
P33333,P49954,0
P07703,Q04396,0
P33330,Q07897,0
P53186,Q12336,0
Q03713,Q12223,0
P47017,Q12006,0
P52923,Q3E7A4,0
O14455,Q03337,0
P36039,Q03976,0
P53930,Q3E790,0
P33204,P38190,0
P15703,P38195,0
O13541,P38702,0
Q03530,Q12442,0
P05745,P53871,0
A0A023PXF5,P21651,0
P32800,Q03429,0
P53826,Q3E827,0
P14908,P52871,0
P38194,P47017,0
P40478,Q12438,0
P41817,P53081,0
P15732,P38909,0
P20606,P53688,0
P87012,Q02326,0
P0CX36,P24000,1
P36157,Q03818,0
P40023,P50088,0
P25042,P40365,0
P53071,Q02753,0
A0A023PXA5,P53724,0
P36068,P47064,0
P40567,P53854,1
P43608,P53184,0
Q01589,Q12135,0
P07270,P0CX95,0
P40455,P53854,0
P46988,Q12177,0
P40536,Q03012,0
Q04031,Q08962,1
P0CE91,Q08916,0
P36081,P38689,0
P38247,P43544,0
P40312,P53206,0
Q04062,Q07658,0
P28263,Q08054,0
P38199,P40581,0
A0A023PZE8,P00331,0
P38302,Q12330,1
P22141,P25451,1
Q04898,Q3E7A7,0
P0CL41,Q06494,0
P10663,P48164,0
P39543,Q03673,0
P38220,Q06338,0
P38326,Q07549,0
P46964,P53159,0
P36105,Q08842,0
P38962,P40544,0
O13557,P47034,0
P53829,Q08993,0
P21825,P23202,0
P14120,P23248,1
P0CX84,Q3E757,1
P22141,P32496,1
P36421,Q06688,0
P0C0W1,P25627,1
P0CY01,P40917,0
P36131,P53826,0
P50107,Q03798,0
Q05359,Q06707,0
P33751,P47058,0
P25362,P36160,0
P41277,Q07880,0
P43547,Q12487,0
P37298,P47137,0
P25366,Q06592,0
P36019,Q05473,0
P52923,Q12025,0
P32378,Q04549,0
P53970,Q04396,0
P35731,P38089,0
P0CX51,P47012,0
P42933,Q12352,0
P20435,P34087,1
P47137,Q04212,0
Q03798,Q06201,0
Q07505,Q3E792,0
Q06524,Q99382,0
Q02486,Q08774,0
P04037,P32897,1
P25604,Q6B0Y6,0
P23624,P53147,0
Q08144,Q12365,0
P0C5M3,Q06549,0
P25296,Q03220,0
P38430,P52871,0
P32366,Q00873,0
P38123,P53336,0
P53727,Q8TGK5,0
P21801,Q06511,0
P38834,P53247,0
P38312,Q99401,0
P25349,Q07967,0
P0CE93,P38220,0
P38804,P38831,0
P10659,P32601,0
P0CX52,P0CX84,1
P0CL39,P49166,0
P43614,Q99345,0
P05737,P42939,0
P12686,P38209,0
O13554,P9WEJ3,0
P53139,Q05359,0
P0CY08,Q03886,0
P47038,Q12484,0
P36057,P53012,0
P38865,P47094,0
P46654,P48589,1
P39728,Q07688,0
P43552,Q3E6R5,0
P36042,P43546,0
P0CF20,P40029,0
A0A023PZE8,Q2V2P8,0
P38068,Q12506,0
P38256,Q06541,0
P40520,P53063,0
P25515,P32610,1
P0CX39,P25586,1
P25572,P40046,0
P47021,Q08604,0
P0C5B8,P38985,0
Q05521,Q08915,0
P32459,P47123,0
P38230,Q04935,0
P53212,Q06686,0
P32463,Q12351,0
P22353,P32611,1
P40536,P47091,0
P01098,P43582,0
P14306,P53948,0
O13555,Q03695,0
O13543,P47076,0
P36151,P40531,0
P40893,P50108,0
P52490,P53195,0
P32450,Q12230,0
P43595,Q9ZZX7,0
Q04477,Q08746,0
Q00873,Q03920,0
P40958,P53217,0
P00817,P53754,0
P25044,P25593,0
P0CF36,P37261,0
P25614,P25629,0
P26754,Q8TGK0,0
P19211,Q06891,0
P06774,Q04814,0
P38168,P53183,0
P15646,P38869,0
P13663,P53198,0
P25373,P38256,0
P00360,P38428,0
P38791,Q06158,0
P40043,Q06686,0
P0CL39,P47063,0
P28321,P53956,0
P38327,Q12270,0
P16550,P43614,0
P14724,Q12264,0
P0CG63,P52490,1
P18414,P38231,0
P33442,Q06504,0
P43321,P52868,1
Q03784,Q99341,0
P0CX30,P38754,1
P32353,P53177,0
Q04368,Q12531,0
P25607,Q12127,0
Q12288,Q12486,0
P00425,Q02961,0
Q06686,Q08971,0
P50947,Q03266,0
P13298,P38833,0
P50108,Q07613,0
P00420,P38763,0
P47055,Q12416,0
P47152,Q08774,0
P32450,P48560,0
P40542,Q08411,0
A0A023PZH5,P32781,0
P53688,Q12368,0
P25359,P53186,0
P25613,Q8TGK7,0
P38116,Q03180,0
Q03406,Q08681,0
P40561,Q12262,0
A0ACB2N405,P38726,0
P47093,Q08004,0
P0CX37,Q07738,0
P32445,P53146,0
P38869,Q07872,0
P32502,Q07613,0
P37303,P53598,0
P53209,Q04018,0
P32288,P36531,0
Q02774,Q12123,0
P0CX97,P38267,0
P53912,Q03085,0
P41818,Q08842,0
P37262,Q08955,0
P29509,Q99344,0
P32642,Q06697,0
P38805,Q12178,0
P47028,P48362,0
P27810,P32475,0
P32910,Q08361,0
P46948,Q03029,0
P17076,Q12213,1
P0CY11,Q12274,0
Q12174,Q12270,0
P0CX35,P38061,1
Q06011,Q12207,0
P00424,P52286,0
P53722,Q12174,0
P38322,Q07458,0
P28000,P36157,0
P22354,P53843,0
P25338,P53271,0
P0CX13,P32911,0
P0CY08,P32611,0
P38343,Q07951,0
O14455,P25348,0
P32529,P53194,0
P17106,Q06390,0
P02406,P25654,0
P43497,Q03530,0
P32451,P32489,0
P38998,Q12029,0
P14126,Q08004,1
P36152,Q12322,0
P47188,P53336,0
Q04923,Q9ZZX7,0
P40521,Q06252,0
P00498,P39931,0
P53887,Q06102,0
P30656,P32496,1
P32263,P53910,0
P53071,Q12277,0
P38197,Q06389,0
P39938,Q3E757,1
Q04087,Q08741,0
P26798,P35127,0
P54003,Q07746,0
P36015,P53269,0
P20084,P35182,0
P36131,Q08994,0
P54000,Q02889,0
P28263,P40895,0
P42836,Q99401,0
Q04477,Q99288,0
P00331,P38320,0
P40155,Q04210,0
P53282,P54007,0
P54007,Q08058,0
P38523,Q96VH2,0
P27810,Q12431,0
P0CX49,P33324,0
P53218,Q8TGK7,0
P27680,P40570,0
P25585,Q03083,0
P38808,P53274,0
P27654,Q12165,0
O13557,Q07555,0
P32388,P36010,0
P36030,P53846,0
Q03029,Q9ZZX7,0
P38913,Q00618,0
P38987,P53292,0
P42834,P53044,0
P28625,P47822,0
P40958,P87282,0
P47080,Q3E842,0
O13512,Q99297,0
Q03956,Q06287,0
Q02890,Q12070,0
O13511,Q04432,0
Q03430,Q870I1,0
P32366,P50087,0
P0C5S0,P25334,0
P09201,P41834,0
P36523,Q07688,0
P53311,Q99345,0
P36042,P53315,0
P0CX30,Q04338,0
Q8TGN6,Q96VH3,0
P28320,P53175,0
P53769,Q08553,0
O13577,P47053,0
P39541,P53910,0
P32943,P87263,0
A0A8D9UGQ7,P39013,0
P47167,Q03835,0
P32472,P48560,0
P40446,Q05809,0
P18852,P48015,0
P25043,Q12199,0
P53853,Q08553,0
P47015,Q12143,0
Q00055,Q06158,0
P36067,P37264,0
Q03051,Q06813,0
Q02260,Q06835,1
P23968,P53058,0
P40570,Q06338,0
Q04212,Q07379,0
P38252,P87281,0
P38843,Q07458,0
A0A023PYH5,P43544,0
P36156,P39971,0
P53032,Q05521,0
P37265,P53184,0
P36525,P89114,0
P06242,P0CX96,0
P34087,P39005,0
Q01855,Q05775,1
P22943,P53220,0
P22133,P32473,0
P38066,P40896,0
P0CX96,P32612,0
P43545,Q9ZZX0,0
P36151,Q08742,0
O13525,P38334,0
A0A023PXI0,Q3E744,0
P00812,P25593,0
P28272,Q3E7Y3,0
P47007,Q3E735,0
P47095,Q06672,0
P39548,Q12339,0
P17505,Q12525,0
P25619,Q3E829,0
A0A023PZI9,P53102,0
P38343,Q12010,0
P38246,P43537,0
P22943,P53143,0
P38626,P39931,0
P0CX52,Q07738,0
P53284,Q12458,0
Q03362,Q03796,0
P47180,Q08457,0
Q03713,Q08504,0
Q02775,Q08963,1
P36040,Q12393,0
Q04969,Q12146,0
P50088,Q03941,0
A0A023PZF9,O13520,0
A0A023PYI5,Q03884,0
Q05809,Q6Q572,0
P49954,Q08958,0
P0CE97,P87283,0
Q05937,Q07879,0
P47132,Q3E754,0
P38362,Q06152,0
P36038,P53826,0
P45976,Q12286,0
Q03036,Q03831,0
P39742,Q12178,0
P38343,Q99190,0
P23833,Q12522,0
P53213,Q03067,0
A0A023PXM2,P00044,0
P17558,P47141,1
P53069,Q03430,0
Q04740,Q08300,0
A0A023PXL7,P38240,0
P53097,P53910,0
P34238,Q99318,0
P0CX39,Q12359,0
P42883,Q06102,0
P19956,P25693,0
Q12144,Q12378,0
P01120,P32344,0
Q03702,Q12512,0
P40023,Q03161,0
P25656,Q03831,0
P47106,P53184,0
P43607,Q06090,0
P36078,P53053,0
Q06091,Q99181,1
P40083,P40314,0
P25583,P32598,0
Q08222,Q92317,0
P33442,P53941,1
Q02873,Q6B0Y7,0
P39515,Q05024,0
P40363,Q02647,0
P40963,P53133,0
P00572,Q04004,0
P0CX16,P14066,0
P40580,Q3E833,0
P53854,P53896,0
P08524,P52286,0
P0CY11,P53275,0
P43625,Q07953,0
P25565,P25630,0
P37293,P50091,0
P42884,Q03433,0
P09007,P36116,0
P21190,P40202,0
P39721,Q08959,0
P00427,Q08422,0
P00420,P38115,0
P40033,Q05775,0
P38555,P54007,0
O13563,P30656,1
P0CI66,P38816,0
P38744,P39735,0
A0A023PXK2,P09201,0
P00359,P41808,0
P25642,Q04120,0
A0A023PZG5,Q12148,0
P22108,P32381,0
P21190,P38620,0
O13549,P36523,0
Q08373,Q3E705,0
P40464,Q12241,0
P32612,P35727,0
P53688,P53965,0
P0C5M9,P38216,0
P08525,P38696,0
P06100,P0CL34,0
P53218,Q07990,0
P38868,P53902,0
P25368,P47016,0
P53209,P54858,0
P36155,P38331,0
P00817,Q03941,0
P38231,Q12000,0
P38265,Q08215,0
P40961,Q7LHD1,0
P36121,P53898,0
P38233,Q08259,0
P0CE92,Q07623,0
P06843,Q04839,0
P04803,P87281,0
P41819,Q12035,1
P40470,P53859,1
A0A023PXD5,Q04659,0
P08431,Q04814,0
P38235,P47078,0
P47063,P53320,0
P07281,Q03020,0
P0CX29,P0CX55,1
P0CE97,P38313,0
P06367,Q12035,1
A0A023PXD5,Q04329,0
P38256,Q03071,0
P40319,Q12135,0
P09201,P0CX93,0
P34760,P38260,0
Q06537,Q99288,0
P38122,Q3E731,0
P12686,P53738,0
P42937,Q08646,0
P0CX17,P38886,0
P40314,Q03829,0
P10355,Q04947,0
P40003,Q12187,0
P25372,Q06063,0
P35179,P51998,0
P32263,P38774,0
A0A023PZE8,Q07990,0
P0CX41,P38833,0
O75012,P38284,0
P40464,Q03772,0
P39974,P48560,0
P38912,P48589,1
P40033,Q07648,0
P0CL42,P25630,0
P0CX88,P40082,0
P06773,Q12378,0
P53066,Q05905,0
P53206,Q05779,0
A0A023PZH9,Q03085,0
P05745,Q08187,0
P38763,Q05867,0
O13511,O13530,0
P38079,P39547,0
P87288,Q00055,0
P33204,Q3E7A7,0
P40169,P53833,0
P0CF35,P23301,0
P25454,P38523,0
P53163,Q03954,0
P11633,P13663,0
P20435,P38765,0
P0CX39,P38792,1
P08067,Q02753,0
P38309,P43682,0
P53193,Q12404,0
P53977,Q06144,0
P38362,P40188,0
P0C0V2,Q03503,0
A0A023PZE6,O13556,0
P53232,Q07915,0
P43576,Q06205,0
Q05610,Q12520,0
Q08651,Q6B0Y7,0
P53220,Q12134,0
P16370,P20434,1
E9PAD6,P38877,0
P20604,Q04006,0
P47034,P53967,0
P0CY01,P36086,0
P38723,Q6B2I9,0
P53688,Q04491,0
Q02606,Q12334,0
P04710,P40496,0
P05740,P48589,1
P0CH64,Q9P305,0
P29055,P35189,1
P15646,P43539,0
Q08756,Q12207,0
P35718,P40008,0
P20084,Q12134,0
P36067,Q03558,0
P39552,P40042,0
P0CX43,P40565,0
P32353,P40030,1
P53880,Q3E793,0
P61830,Q12174,0
P53598,P53826,0
O13521,P25649,0
P40544,Q8TGK8,0
P53229,Q06139,0
P36136,Q04372,0
A0A023PYI2,P05739,0
P33333,P35180,0
P02406,P04449,1
P39931,P53190,0
P33313,P48362,1
O13534,Q03266,0
Q03322,Q03904,0
P0CF20,P42941,0
P37265,P41816,0
P0CF36,P38794,0
Q12044,Q12450,0
Q08816,Q12400,0
P36108,P89114,0
P00427,P36523,0
P38120,P42847,1
P32379,Q03208,0
O13545,P40206,0
O13529,Q99176,0
P43599,Q99395,0
P46972,Q05789,0
P25515,P40356,0
P06780,Q12438,0
P38327,P47151,0
Q06090,Q08110,0
P32463,P53336,0
P36061,Q02950,0
P38913,Q06815,0
P47187,P53317,0
P38843,Q08994,0
O13560,P0CX42,0
P39108,Q02950,0
P43558,Q08182,0
P36081,P46784,0
A0A023PZC3,P28495,0
A0A023PZE4,P07172,0
P0CE92,P38240,0
P38286,P40049,0
P15807,Q04767,0
Q02767,Q04477,0
Q03148,Q3E747,0
O94143,P38832,0
P34232,P53250,0
P47182,Q8TGP8,0
P25379,P25587,0
P36031,Q12058,0
P38634,Q99176,0
P36516,P47150,1
P40571,P47165,0
P53194,P53199,0
P38186,P38304,0
P28000,Q12375,0
P38777,Q06236,0
P00420,Q07560,0
P87261,Q04430,0
P36527,P38885,0
P36151,Q07879,0
P07285,P35178,0
P15992,P47011,0
P15790,P87283,0
P20604,P32366,0
Q03233,Q04658,0
P41819,Q8TGK1,0
A0A023PXL1,P26321,0
P30402,Q00723,0
P05737,Q3E792,1
Q07829,Q12253,0
P0CX35,P38872,0
P40364,P48015,0
A0A023PXN9,P20133,0
P36169,P40500,0
P53266,P53860,0
P0C5L2,P21771,0
P47063,P53941,0
P32611,P36527,1
Q02772,Q07880,0
P28519,P87285,0
Q03418,Q3E841,0
P29453,Q12522,1
P43541,Q04087,0
O42831,P40518,0
P40056,P40587,0
P36534,P38834,0
P36534,Q03051,0
P29311,P54780,0
P00950,P23644,0
Q02608,Q12248,0
P32445,P53727,0
O94084,P53292,0
P25044,P38226,0
P17122,P38224,0
P25640,P36149,0
Q12030,Q96VH4,0
P40565,Q07930,1
P34222,Q8TGK0,0
P0CX94,Q06287,0
P34234,P36086,0
Q03673,Q08207,0
A0A023PXB9,Q08742,0
P47106,Q04434,0
Q03956,Q12029,0
P0C5M9,P40052,0
A0A023PYD3,P39931,0
P38197,P38796,0
P25606,P40006,0
P36167,Q03904,0
P36144,Q08872,0
P53335,Q07716,0
Q06267,Q12375,0
P04449,P43624,0
P29055,P53290,0
P16523,Q06651,0
P36169,Q3E743,0
P41816,P53293,0
P38356,P53728,0
P52919,P53728,0
P07280,P23059,0
A0A023PZF2,O13530,0
Q02256,Q12178,0
P50084,Q12390,0
P25332,P38429,0
P48568,Q08702,0
P53242,Q03085,0
E9PAD6,Q3E7A7,0
P26449,P46672,0
P40581,P42938,0
P53896,P9WEJ4,0
O13518,P25604,0
P38857,P40567,0
P40858,Q03201,1
P49334,P53311,0
P87267,Q02781,0
P32643,Q06891,0
P53211,Q12106,0
P04161,P53195,0
P47176,Q03266,0
P47081,Q12057,0
P23624,Q02721,0
P53728,Q08503,0
P14682,P40206,0
Q12285,Q12380,0
P0CX54,Q92316,0
P24000,Q01855,1
P31386,P53321,0
O94086,P53045,0
P42847,P53724,1
P41277,Q02598,0
O13516,Q05636,1
A0A023PYF7,P46959,0
P25640,P38842,0
A0A023PZC7,Q12327,0
P36015,P36050,0
P50088,P53975,0
P19516,P36074,0
P38726,P53921,0
P53122,Q6WNK7,0
P40104,Q3E827,0
P40323,Q03713,0
P38777,Q08240,0
P32602,Q12692,0
O14464,P36531,1
P00163,P0CX79,0
P33399,P53726,0
P46998,Q07350,0
P41903,P53289,0
O13563,P53247,0
P0C5S0,P35994,0
P53975,Q08498,0
P26321,P38701,1
P87261,Q06071,0
P25358,P32357,0
P36121,P53828,0
P13856,P38256,0
P41544,P89888,0
P16622,P52553,0
P36523,P40520,0
P08431,P53275,0
A0A023PZE9,P52924,0
P38816,Q12243,0
P06704,P37261,0
P00854,P04912,0
P46962,Q12672,0
P40302,P52871,0
