protein1,protein2,experimental
YMR096W,YNL333W,734
YMR096W,YFL059W,700
YMR097C,YKL192C,825
YMR097C,YGR220C,825
YMR097C,YNL284C,811
YMR097C,YOR150W,825
YMR097C,YJL063C,825
YMR097C,YPR100W,825
YMR097C,YNL185C,825
YMR097C,YLR439W,825
YMR099C,YJL208C,705
YMR106C,YMR284W,972
YMR106C,YOR005C,762
YMR106C,YDR227W,960
YMR108W,YCL009C,971
YMR109W,YBR109C,755
YMR109W,YKL129C,705
YMR109W,YGL242C,705
YMR112C,YKL058W,800
YMR112C,YBR154C,922
YMR112C,YGR104C,968
YMR112C,YDR079C-A,800
YMR112C,YBL093C,935
YMR112C,YBR193C,968
YMR112C,YGL127C,852
YMR112C,YPL122C,800
YMR112C,YLR071C,886
YMR112C,YLR005W,800
YMR112C,YER022W,968
YMR112C,YOR194C,800
YMR112C,YOR224C,922
YMR112C,YPL129W,935
YMR112C,YHR041C,938
YMR112C,YIL143C,800
YMR112C,YPR086W,922
YMR112C,YDR460W,800
YMR112C,YPR168W,935
YMR112C,YOL135C,935
YMR112C,YOR151C,922
YMR112C,YPR056W,800
YMR112C,YBR253W,972
YMR112C,YJL140W,935
YMR112C,YDR308C,800
YMR112C,YOL005C,922
YMR112C,YGR005C,922
YMR112C,YER171W,852
YMR112C,YHR143W-A,922
YMR112C,YOR210W,922
YMR112C,YDR404C,935
YMR112C,YGR186W,922
YMR112C,YDL140C,922
YMR112C,YGL151W,706
YMR112C,YKL028W,800
YMR112C,YHR058C,935
YMR112C,YOR174W,800
YMR112C,YNR010W,886
YMR112C,YIL021W,922
YMR112C,YKR062W,800
YMR112C,YGL070C,922
YMR112C,YPR187W,922
YMR112C,YER148W,935
YMR116C,YDL061C,921
YMR116C,YGR027C,974
YMR116C,YKL180W,974
YMR116C,YBL087C,974
YMR116C,YDR091C,925
YMR116C,YDL082W,974
YMR116C,YPL220W,921
YMR116C,YLR264W,971
YMR116C,YLR287C-A,974
YMR116C,YPL198W,921
YMR116C,YML024W,985
YMR116C,YJR014W,775
YMR116C,YER074W,974
YMR116C,YPR041W,835
YMR116C,YDR450W,974
YMR116C,YPL081W,974
YMR116C,YMR143W,955
YMR116C,YOR361C,952
YMR116C,YLR249W,866
YMR116C,YOL121C,974
YMR116C,YJL190C,974
YMR116C,YGR214W,974
YMR116C,YNL023C,800
YMR116C,YLR192C,915
YMR116C,YPL143W,974
YMR116C,YDL184C,812
YMR116C,YGL213C,935
YMR116C,YLR150W,985
YMR116C,YFR031C-A,974
YMR116C,YOR298C-A,899
YMR116C,YJL191W,968
YMR116C,YOR369C,987
YMR116C,YER131W,968
YMR116C,YBL072C,974
YMR116C,YIL069C,921
YMR116C,YML026C,921
YMR116C,YGL135W,974
YMR116C,YLR398C,941
YMR116C,YBL092W,987
YMR116C,YGL030W,987
YMR116C,YPR072W,800
YMR116C,YPL131W,987
YMR116C,YBR181C,974
YMR116C,YKL143W,954
YMR116C,YLR029C,974
YMR116C,YLR388W,974
YMR116C,YJL189W,987
YMR116C,YHL033C,974
YMR116C,YPR043W,921
YMR116C,YMR146C,916
YMR116C,YNL302C,921
YMR116C,YOR063W,987
YMR116C,YER117W,921
YMR116C,YMR194W,974
YMR116C,YKR057W,943
YMR116C,YBR247C,906
YMR116C,YKR094C,898
YMR116C,YJR145C,921
YMR116C,YIL018W,921
YMR116C,YER102W,921
YMR116C,YNL207W,953
YMR116C,YIL148W,967
YMR116C,YDR385W,974
YMR116C,YGL189C,977
YMR116C,YNL162W,873
YMR116C,YOR145C,869
YMR116C,YOR182C,921
YMR116C,YGL173C,920
YMR116C,YEL054C,921
YMR116C,YDR012W,921
YMR116C,YNL244C,922
YMR116C,YHR203C,974
YMR116C,YIL161W,838
YMR116C,YGL031C,974
YMR116C,YBR084C-A,921
YMR116C,YNL135C,879
YMR116C,YER025W,853
YMR116C,YPL226W,890
YMR116C,YLR340W,987
YMR116C,YGL103W,987
YMR116C,YJR094W-A,974
YMR116C,YLR441C,974
YMR116C,YEL057C,800
YMR116C,YML063W,921
YMR116C,YLR075W,987
YMR116C,YGL147C,974
YMR116C,YOR133W,921
YMR116C,YOL040C,987
YMR116C,YMR242C,974
YMR116C,YFR032C-A,987
YMR116C,YIL133C,974
YMR116C,YLR333C,921
YMR116C,YGR173W,800
YMR116C,YJL136C,964
YMR116C,YER056C-A,974
YMR116C,YKL156W,974
YMR116C,YHR141C,959
YMR116C,YPL237W,753
YMR116C,YLR325C,987
YMR116C,YDL191W,921
YMR116C,YOL127W,987
YMR116C,YEL034W,958
YMR116C,YLR167W,987
YMR116C,YDR418W,974
YMR116C,YLR344W,974
YMR116C,YNL178W,977
YMR116C,YHL015W,987
YMR116C,YDL133C-A,935
YMR116C,YDL081C,946
YMR116C,YNL301C,974
YMR116C,YOR293W,974
YMR116C,YGR169C-A,871
YMR116C,YGL123W,987
YMR116C,YDR025W,921
YMR116C,YGL195W,829
YMR116C,YBR189W,921
YMR116C,YPR102C,974
YMR116C,YDR064W,987
YMR116C,YKR084C,824
YMR116C,YBR191W,974
YMR116C,YPL090C,921
YMR116C,YOR167C,974
YMR116C,YBL027W,974
YMR116C,YDL075W,974
YMR116C,YOR056C,724
YMR116C,YOL120C,921
YMR116C,YOR096W,974
YMR116C,YDL083C,985
YMR116C,YGR148C,921
YMR116C,YBR048W,974
YMR116C,YDL060W,878
YMR116C,YOL039W,942
YMR116C,YBR079C,974
YMR116C,YHR021C,921
YMR116C,YDR447C,982
YMR116C,YLR185W,974
YMR116C,YKL009W,719
YMR116C,YNL001W,824
YMR116C,YOR091W,879
YMR116C,YGR085C,968
YMR116C,YGL076C,974
YMR116C,YCR031C,974
YMR116C,YPR132W,921
YMR116C,YMR260C,968
YMR116C,YDR429C,855
YMR116C,YJR123W,988
YMR116C,YAL035W,943
YMR116C,YKL006W,974
YMR116C,YMR309C,976
YMR116C,YBR031W,974
YMR116C,YJR007W,836
YMR116C,YLR448W,921
YMR116C,YLR048W,921
YMR116C,YNL002C,718
YMR116C,YML073C,974
YMR116C,YLR061W,974
YMR116C,YOR312C,921
YMR116C,YGR118W,974
YMR116C,YPR189W,926
YMR116C,YAL036C,852
YMR116C,YNL067W,921
YMR116C,YDL136W,974
YMR116C,YHR010W,974
YMR117C,YIR010W,961
YMR117C,YFR046C,960
YMR117C,YOL069W,713
YMR117C,YIL144W,741
YMR117C,YER018C,972
YMR120C,YLR028C,734
YMR120C,YNR034W,705
YMR121C,YFR031C-A,875
YMR121C,YGR034W,874
YMR121C,YGL123W,922
YMR121C,YJL191W,874
YMR121C,YOR369C,922
YMR121C,YDR025W,875
YMR121C,YBL072C,874
YMR121C,YER131W,875
YMR121C,YNL301C,875
YMR121C,YDL184C,800
YMR121C,YOR293W,874
YMR121C,YNL178W,922
YMR121C,YDL133C-A,800
YMR121C,YHL015W,922
YMR121C,YPL143W,875
YMR121C,YJL190C,874
YMR121C,YDL191W,873
YMR121C,YOL127W,922
YMR121C,YIL133C,874
YMR121C,YDR450W,874
YMR121C,YJL136C,922
YMR121C,YKL156W,874
YMR121C,YMR143W,875
YMR121C,YOL121C,874
YMR121C,YHR141C,835
YMR121C,YER074W,875
YMR121C,YOR133W,873
YMR121C,YOL040C,922
YMR121C,YMR242C,875
YMR121C,YFR032C-A,922
YMR121C,YPL220W,875
YMR121C,YLR264W,875
YMR121C,YML063W,874
YMR121C,YLR287C-A,875
YMR121C,YPL198W,875
YMR121C,YLR075W,922
YMR121C,YML024W,874
YMR121C,YBR084C-A,875
YMR121C,YGR027C,875
YMR121C,YGL103W,922
YMR121C,YLR340W,922
YMR121C,YBL087C,875
YMR121C,YJR094W-A,875
YMR121C,YDL082W,873
YMR121C,YNL067W,875
YMR121C,YDL136W,873
YMR121C,YHR203C,875
YMR121C,YHR010W,875
YMR121C,YDR500C,875
YMR121C,YLL045C,873
YMR121C,YGL031C,875
YMR121C,YNL162W,835
YMR121C,YLR061W,875
YMR121C,YLR048W,874
YMR121C,YOR312C,875
YMR121C,YOR182C,875
YMR121C,YGR118W,875
YMR121C,YDR012W,873
YMR121C,YIL148W,872
YMR121C,YGR085C,875
YMR121C,YPR132W,875
YMR121C,YCR031C,874
YMR121C,YDR385W,873
YMR121C,YJL177W,875
YMR121C,YGL189C,875
YMR121C,YJR123W,921
YMR121C,YBR031W,873
YMR121C,YKR094C,872
YMR121C,YJR145C,875
YMR121C,YDR447C,874
YMR121C,YIL018W,875
YMR121C,YER102W,874
YMR121C,YGR148C,875
YMR121C,YBR048W,875
YMR121C,YER117W,875
YMR121C,YKR057W,809
YMR121C,YHR021C,874
YMR121C,YDL075W,874
YMR121C,YIL052C,875
YMR121C,YJL189W,922
YMR121C,YPR043W,875
YMR121C,YOL120C,875
YMR121C,YOR096W,874
YMR121C,YOR063W,922
YMR121C,YHL001W,875
YMR121C,YDL083C,875
YMR121C,YPL131W,922
YMR121C,YDR064W,922
YMR121C,YBR181C,874
YMR121C,YPL090C,874
YMR121C,YBR191W,875
YMR121C,YOR167C,875
YMR121C,YBL027W,875
YMR121C,YLR029C,800
YMR121C,YIL069C,875
YMR121C,YPL146C,734
YMR121C,YML026C,874
YMR121C,YBR189W,874
YMR121C,YPR102C,875
YMR121C,YGL135W,875
YMR121C,YBL092W,922
YMR121C,YPL249C-A,873
YMR121C,YGL030W,922
YMR124W,YPL115C,960
YMR125W,YER172C,750
YMR125W,YML046W,924
YMR125W,YOR159C,936
YMR125W,YLR147C,944
YMR125W,YIL061C,938
YMR125W,YLR275W,968
YMR125W,YPL178W,992
YMR125W,YLR175W,713
YMR125W,YGR013W,936
YMR125W,YML049C,765
YMR125W,YDL030W,743
YMR125W,YER029C,951
YMR125W,YFL017W-A,946
YMR125W,YDR364C,734
YMR125W,YBR237W,716
YMR125W,YKL214C,705
YMR125W,YOR308C,734
YMR125W,YDR240C,936
YMR125W,YGR074W,946
YMR125W,YPR182W,947
YMR125W,YDR235W,936
YMR125W,YHR165C,750
YMR125W,YBR119W,946
YMR125W,YLR298C,937
YMR125W,YDL087C,936
YMR125W,YKL012W,936
YMR125W,YPL190C,707
YMR125W,YNL189W,751
YMR125W,YHR086W,946
YMR125W,YKR086W,733
YMR128W,YDR280W,921
YMR128W,YDR025W,806
YMR128W,YJR002W,946
YMR128W,YPR137W,946
YMR128W,YLR222C,923
YMR128W,YGR158C,833
YMR128W,YDL014W,883
YMR128W,YOR078W,944
YMR128W,YER127W,825
YMR128W,YGR128C,920
YMR128W,YMR229C,901
YMR128W,YDL213C,742
YMR128W,YLR197W,839
YMR128W,YOL010W,946
YMR128W,YKL156W,882
YMR128W,YGR095C,833
YMR128W,YLR441C,838
YMR128W,YLR409C,940
YMR128W,YCL059C,734
YMR128W,YGR118W,836
YMR128W,YDL111C,833
YMR128W,YIL127C,833
YMR128W,YPL266W,827
YMR128W,YOL021C,833
YMR128W,YOR039W,702
YMR128W,YOL142W,833
YMR128W,YER082C,923
YMR128W,YDR299W,833
YMR128W,YJR123W,836
YMR128W,YNR024W,800
YMR128W,YPR132W,803
YMR128W,YOR001W,842
YMR128W,YCR031C,823
YMR128W,YOR096W,886
YMR128W,YDL148C,944
YMR128W,YDL083C,835
YMR128W,YPR144C,946
YMR128W,YHR021C,804
YMR128W,YBR048W,838
YMR128W,YML093W,947
YMR128W,YHR148W,836
YMR128W,YGR145W,833
YMR128W,YJL050W,833
YMR128W,YPL090C,806
YMR128W,YOR167C,838
YMR128W,YDR064W,836
YMR128W,YDR398W,883
YMR128W,YBL072C,886
YMR128W,YKL099C,923
YMR128W,YGR195W,905
YMR128W,YDR339C,838
YMR128W,YJL190C,822
YMR128W,YDL153C,946
YMR128W,YDR324C,946
YMR128W,YHR081W,825
YMR128W,YCL031C,838
YMR128W,YHR069C,833
YMR128W,YER074W,838
YMR128W,YMR143W,803
YMR128W,YHR196W,922
YMR128W,YOL121C,830
YMR128W,YJL109C,883
YMR128W,YDR450W,886
YMR128W,YLR129W,838
YMR128W,YPL081W,836
YMR128W,YGR027C,800
YMR128W,YGR090W,946
YMR128W,YBL004W,883
YMR128W,YLR367W,827
YMR128W,YCR057C,946
YMR128W,YLL011W,923
YMR128W,YOR145C,837
YMR128W,YCR035C,833
YMR128W,YHR203C,836
YMR128W,YKL078W,734
YMR128W,YPL217C,931
YMR128W,YMR093W,923
YMR128W,YLR186W,838
YMR128W,YER102W,806
YMR128W,YJR145C,804
YMR128W,YNL132W,879
YMR128W,YEL026W,833
YMR128W,YJL069C,883
YMR128W,YLR051C,838
YMR128W,YBR247C,946
YMR128W,YDR449C,946
YMR128W,YPL126W,923
YMR128W,YNL232W,833
YMR128W,YML026C,805
YMR128W,YIL069C,806
YMR128W,YBR181C,887
YMR128W,YBR119W,742
YMR128W,YOR310C,946
YMR128W,YNL075W,883
YMR129W,YGR128C,734
YMR131C,YOR063W,708
YMR134W,YJL117W,734
YMR135C,YIL017C,984
YMR135C,YDL176W,886
YMR135C,YBR105C,946
YMR135C,YIL097W,969
YMR135C,YGL227W,988
YMR135C,YCL039W,929
YMR135C,YDR255C,747
YMR135C,YLR377C,800
YMR139W,YDR507C,705
YMR139W,YKR048C,730
YMR139W,YJR094C,734
YMR140W,YGL087C,734
YMR140W,YGR005C,734
YMR140W,YDR092W,734
YMR142C,YPL146C,734
YMR143W,YMR128W,803
YMR143W,YHL015W,960
YMR143W,YDL133C-A,800
YMR143W,YNL178W,922
YMR143W,YLR344W,874
YMR143W,YDR418W,875
YMR143W,YLR167W,922
YMR143W,YMR229C,835
YMR143W,YDL014W,892
YMR143W,YEL034W,835
YMR143W,YOL127W,922
YMR143W,YGR158C,800
YMR143W,YDL191W,875
YMR143W,YGR128C,800
YMR143W,YLR325C,922
YMR143W,YOR078W,800
YMR143W,YER127W,896
YMR143W,YPL237W,896
YMR143W,YDR025W,875
YMR143W,YJR002W,897
YMR143W,YLR222C,897
YMR143W,YGL123W,922
YMR143W,YGR169C-A,821
YMR143W,YGR034W,874
YMR143W,YPR137W,896
YMR143W,YOR293W,874
YMR143W,YNL301C,875
YMR143W,YDL081C,850
YMR143W,YDR280W,800
YMR143W,YLR075W,922
YMR143W,YLR409C,896
YMR143W,YCL059C,897
YMR143W,YML063W,874
YMR143W,YEL057C,800
YMR143W,YLR441C,874
YMR143W,YJR094W-A,875
YMR143W,YGR095C,800
YMR143W,YGL103W,922
YMR143W,YLR340W,922
YMR143W,YPL226W,924
YMR143W,YER025W,897
YMR143W,YNL135C,800
YMR143W,YBR084C-A,875
YMR143W,YHR141C,835
YMR143W,YKL156W,874
YMR143W,YER056C-A,875
YMR143W,YJL136C,922
YMR143W,YGR173W,800
YMR143W,YLR333C,875
YMR143W,YIL133C,874
YMR143W,YFR032C-A,922
YMR143W,YMR242C,875
YMR143W,YOL040C,922
YMR143W,YOR133W,873
YMR143W,YMR121C,875
YMR143W,YIL019W,823
YMR143W,YGL147C,875
YMR143W,YLR197W,897
YMR143W,YOL010W,896
YMR143W,YJR007W,898
YMR143W,YBR031W,875
YMR143W,YMR309C,898
YMR143W,YKL006W,875
YMR143W,YJR123W,956
YMR143W,YAL035W,892
YMR143W,YDR429C,826
YMR143W,YNR024W,800
YMR143W,YMR260C,922
YMR143W,YOR001W,826
YMR143W,YPR132W,875
YMR143W,YCR031C,874
YMR143W,YGL076C,875
YMR143W,YGR085C,875
YMR143W,YOR091W,800
YMR143W,YNL001W,819
YMR143W,YLR185W,875
YMR143W,YDR299W,896
YMR143W,YDR447C,874
YMR143W,YOL021C,800
YMR143W,YHR010W,875
YMR143W,YER082C,896
YMR143W,YOL142W,800
YMR143W,YNL067W,875
YMR143W,YDL136W,875
YMR143W,YAL036C,800
YMR143W,YPR189W,800
YMR143W,YGR118W,875
YMR143W,YDL111C,800
YMR143W,YOR312C,875
YMR143W,YIL127C,800
YMR143W,YLR061W,875
YMR143W,YML073C,875
YMR143W,YPL266W,828
YMR143W,YLR048W,874
YMR143W,YLR448W,875
YMR143W,YBL027W,875
YMR143W,YOR167C,875
YMR143W,YPL090C,874
YMR143W,YBR191W,875
YMR143W,YKR084C,821
YMR143W,YDR064W,922
YMR143W,YPL249C-A,875
YMR143W,YJL050W,808
YMR143W,YPR102C,875
YMR143W,YBR189W,874
YMR143W,YGL195W,827
YMR143W,YHR021C,874
YMR143W,YBR079C,898
YMR143W,YGR145W,896
YMR143W,YOL039W,848
YMR143W,YDL060W,835
YMR143W,YBR048W,875
YMR143W,YML093W,896
YMR143W,YHR148W,896
YMR143W,YGR148C,875
YMR143W,YDL083C,800
YMR143W,YHL001W,875
YMR143W,YOR096W,874
YMR143W,YOL120C,875
YMR143W,YDL148C,833
YMR143W,YOR056C,828
YMR143W,YDL075W,874
YMR143W,YPR144C,897
YMR143W,YPL143W,875
YMR143W,YDR324C,896
YMR143W,YLR192C,835
YMR143W,YDL153C,897
YMR143W,YHR081W,800
YMR143W,YMR116C,955
YMR143W,YKR060W,824
YMR143W,YNL023C,800
YMR143W,YGR214W,874
YMR143W,YGR195W,800
YMR143W,YDR339C,896
YMR143W,YJL190C,874
YMR143W,YBL072C,874
YMR143W,YER131W,875
YMR143W,YOR369C,922
YMR143W,YJL191W,874
YMR143W,YKL099C,896
YMR143W,YOR298C-A,835
YMR143W,YFR031C-A,875
YMR143W,YLR150W,899
YMR143W,YGL213C,800
YMR143W,YDR398W,896
YMR143W,YDL184C,800
YMR143W,YGR090W,896
YMR143W,YML024W,874
YMR143W,YPL198W,875
YMR143W,YLR287C-A,875
YMR143W,YLR264W,875
YMR143W,YPL220W,875
YMR143W,YBL004W,896
YMR143W,YDL082W,875
YMR143W,YDR091C,862
YMR143W,YBL087C,875
YMR143W,YKL180W,875
YMR143W,YGR027C,875
YMR143W,YDL061C,873
YMR143W,YHR196W,835
YMR143W,YOL121C,936
YMR143W,YLR249W,924
YMR143W,YOR361C,863
YMR143W,YJL109C,896
YMR143W,YPL081W,874
YMR143W,YDR450W,874
YMR143W,YLR129W,897
YMR143W,YPR041W,822
YMR143W,YCL031C,896
YMR143W,YER074W,875
YMR143W,YHR069C,800
YMR143W,YGL189C,875
YMR143W,YEL026W,896
YMR143W,YJL177W,875
YMR143W,YDR385W,873
YMR143W,YJL069C,896
YMR143W,YIL148W,872
YMR143W,YLR186W,896
YMR143W,YNL207W,913
YMR143W,YMR093W,896
YMR143W,YER102W,874
YMR143W,YIL018W,875
YMR143W,YJR145C,875
YMR143W,YNL132W,896
YMR143W,YKR094C,872
YMR143W,YGL031C,875
YMR143W,YLL045C,875
YMR143W,YCR035C,800
YMR143W,YDR500C,875
YMR143W,YIL161W,800
YMR143W,YPL217C,897
YMR143W,YHR203C,875
YMR143W,YLL011W,897
YMR143W,YNL244C,873
YMR143W,YDR012W,875
YMR143W,YGL173C,800
YMR143W,YEL054C,875
YMR143W,YLR367W,874
YMR143W,YCR057C,891
YMR143W,YOR182C,875
YMR143W,YOR145C,892
YMR143W,YNL162W,835
YMR143W,YLR029C,875
YMR143W,YKL143W,828
YMR143W,YOR310C,896
YMR143W,YNL075W,896
YMR143W,YBR181C,874
YMR143W,YPL131W,922
YMR143W,YPR072W,800
YMR143W,YGL030W,922
YMR143W,YPL126W,896
YMR143W,YBL092W,922
YMR143W,YLR398C,808
YMR143W,YNL232W,800
YMR143W,YGL135W,875
YMR143W,YML026C,874
YMR143W,YIL069C,875
YMR143W,YBR247C,899
YMR143W,YKR057W,814
YMR143W,YMR194W,875
YMR143W,YER117W,875
YMR143W,YDR449C,896
YMR143W,YOR063W,922
YMR143W,YLR051C,896
YMR143W,YNL302C,873
YMR143W,YMR146C,835
YMR143W,YPR043W,875
YMR143W,YJL189W,922
YMR143W,YHL033C,875
YMR143W,YIL052C,875
YMR143W,YLR388W,937
YMR146C,YOL121C,875
YMR146C,YHR021C,831
YMR146C,YBR079C,972
YMR146C,YOR361C,972
YMR146C,YMR143W,835
YMR146C,YKR057W,800
YMR146C,YJL136C,837
YMR146C,YKL156W,875
YMR146C,YPL081W,875
YMR146C,YBR048W,835
YMR146C,YDR450W,875
YMR146C,YPR041W,940
YMR146C,YDL083C,835
YMR146C,YOR096W,875
YMR146C,YOL040C,887
YMR146C,YER074W,871
YMR146C,YLR388W,830
YMR146C,YML024W,875
YMR146C,YOR167C,832
YMR146C,YPL090C,832
YMR146C,YLR287C-A,832
YMR146C,YBR181C,880
YMR146C,YDR064W,915
YMR146C,YLR264W,832
YMR146C,YML063W,832
YMR146C,YLR441C,875
YMR146C,YDR091C,896
YMR146C,YDL061C,830
YMR146C,YGR027C,831
YMR146C,YBR189W,832
YMR146C,YML026C,832
YMR146C,YER025W,871
YMR146C,YIL069C,871
YMR146C,YER131W,831
YMR146C,YBL072C,875
YMR146C,YDR025W,835
YMR146C,YOR369C,887
YMR146C,YJL191W,831
YMR146C,YGL123W,887
YMR146C,YHR203C,830
YMR146C,YNL244C,905
YMR146C,YOR293W,880
YMR146C,YGR118W,916
YMR146C,YOR182C,832
YMR146C,YDL184C,800
YMR146C,YLR048W,832
YMR146C,YLR192C,943
YMR146C,YHL015W,887
YMR146C,YDL133C-A,800
YMR146C,YMR309C,982
YMR146C,YJR007W,904
YMR146C,YDR429C,972
YMR146C,YJR123W,847
YMR146C,YNL178W,887
YMR146C,YGL189C,831
YMR146C,YMR260C,824
YMR146C,YCR031C,875
YMR146C,YPR132W,916
YMR146C,YLR167W,847
YMR146C,YMR116C,916
YMR146C,YER102W,831
YMR146C,YGR214W,875
YMR146C,YJR145C,830
YMR146C,YDR447C,832
YMR146C,YPL237W,832
YMR146C,YJL190C,874
YMR149W,YJL002C,972
YMR149W,YML019W,951
YMR149W,YDR086C,777
YMR149W,YEL002C,972
YMR149W,YGL022W,972
YMR149W,YOR085W,954
YMR149W,YDL232W,944
YMR149W,YGL226C-A,944
YMR149W,YLR378C,775
YMR149W,YOR103C,972
YMR152W,YKL140W,726
YMR153W,YIL115C,886
YMR153W,YDR424C,800
YMR153W,YGL092W,886
YMR153W,YMR308C,960
YMR153W,YJR042W,886
YMR153W,YJL039C,886
YMR153W,YGL172W,800
YMR153W,YKR082W,886
YMR153W,YGR119C,886
YMR153W,YBL079W,908
YMR153W,YDL088C,944
YMR153W,YML103C,886
YMR153W,YLR208W,800
YMR153W,YGL100W,852
YMR153W,YKL057C,886
YMR153W,YFR002W,933
YMR153W,YDL116W,886
YMR153W,YJL061W,886
YMR153W,YJL041W,886
YMR153W,YER105C,886
YMR158W,YOR158W,900
YMR158W,YOR150W,852
YMR158W,YPL173W,806
YMR158W,YBR146W,896
YMR158W,YGL129C,835
YMR158W,YLR312W-A,800
YMR158W,YNL306W,835
YMR158W,Q0140,800
YMR158W,YMR024W,830
YMR158W,YKL003C,896
YMR158W,YJR101W,830
YMR158W,YNL081C,833
YMR158W,YBL090W,830
YMR158W,YGR220C,852
YMR158W,YDR494W,800
YMR158W,YKL170W,833
YMR158W,YNL014W,789
YMR158W,YDR405W,835
YMR158W,YPL013C,966
YMR158W,YNL137C,831
YMR158W,YDR036C,915
YMR158W,YLR439W,835
YMR158W,YIL093C,915
YMR158W,YBR122C,830
YMR158W,YMR188C,953
YMR158W,YNL122C,809
YMR158W,YDR175C,833
YMR158W,YML009C,896
YMR158W,YCR003W,896
YMR158W,YJL096W,830
YMR158W,YJL063C,896
YMR158W,YBR251W,938
YMR158W,YPR100W,835
YMR158W,YGR150C,900
YMR158W,YDR041W,835
YMR158W,YMR193W,896
YMR158W,YER050C,925
YMR158W,YLR249W,789
YMR158W,YJR113C,835
YMR158W,YNR037C,875
YMR158W,YDR322W,830
YMR158W,YEL050C,849
YMR158W,YPL183W-A,896
YMR158W,YPL118W,824
YMR158W,YBL038W,843
YMR158W,YHL004W,955
YMR158W,YDR337W,852
YMR158W,YGR215W,835
YMR158W,YCR046C,896
YMR158W,YPR166C,875
YMR158W,YKL138C,808
YMR158W,YNL284C,852
YMR158W,YNL252C,835
YMR158W,YNR022C,800
YMR158W,YKR006C,800
YMR158W,YGR165W,941
YMR158W,YDR115W,830
YMR158W,YDL045W-A,830
YMR158W,YBR282W,835
YMR158W,YML025C,852
YMR158W,YDR296W,800
YMR158W,YKL155C,800
YMR158W,YNR036C,968
YMR158W,YHR059W,800
YMR158W,YGR076C,830
YMR158W,YGR084C,800
YMR158W,YDR237W,835
YMR158W,YCR071C,830
YMR158W,YPL226W,789
YMR158W,YNL005C,896
YMR158W,YDR462W,830
YMR158W,YDR347W,809
YMR158W,YHR147C,852
YMR158W,YKR085C,830
YMR158W,YNL177C,861
YMR158W,YMR286W,830
YMR159C,YPL149W,992
YMR159C,YFR021W,717
YMR159C,YPL100W,717
YMR159C,YBR217W,955
YMR159C,YGL180W,743
YMR163C,YOR326W,960
YMR167W,YLR035C,715
YMR167W,YNL082W,970
YMR167W,YPL164C,961
YMR168C,YBR010W,800
YMR168C,YDR224C,800
YMR168C,YBR009C,800
YMR168C,YNL030W,800
YMR168C,YGR140W,935
YMR168C,YMR094W,948
YMR168C,YNL031C,800
YMR168C,YDR225W,800
YMR168C,YDR328C,949
YMR172W,YOR039W,705
YMR172W,YGL019W,704
YMR174C,YPL154C,960
YMR183C,YDR164C,791
YMR183C,YAL030W,764
YMR183C,YER008C,960
YMR186W,YDR214W,966
YMR186W,YDR168W,738
YMR186W,YOR027W,806
YMR186W,YGR123C,777
YMR186W,YKL117W,804
YMR186W,YHR117W,904
YMR186W,YPL240C,944
YMR188C,YML009C,923
YMR188C,YCR003W,896
YMR188C,YNL185C,825
YMR188C,YNL122C,811
YMR188C,YDR175C,921
YMR188C,YBR122C,819
YMR188C,YLR439W,964
YMR188C,YIL093C,915
YMR188C,YER050C,953
YMR188C,YLR249W,792
YMR188C,YJR113C,897
YMR188C,YMR193W,896
YMR188C,YPR100W,964
YMR188C,YGR150C,905
YMR188C,YDR041W,943
YMR188C,YJL096W,809
YMR188C,YJL063C,964
YMR188C,YBR251W,943
YMR188C,YMR024W,830
YMR188C,YKL003C,923
YMR188C,YLR312W-A,800
YMR188C,YNL306W,933
YMR188C,Q0140,800
YMR188C,YGL129C,964
YMR188C,YOR158W,900
YMR188C,YOR150W,964
YMR188C,YPL173W,808
YMR188C,YBR146W,953
YMR188C,YNL137C,835
YMR188C,YDR036C,966
YMR188C,YPL013C,981
YMR188C,YDR405W,923
YMR188C,YGR220C,964
YMR188C,YDR494W,800
YMR188C,YKL170W,896
YMR188C,YNL014W,792
YMR188C,YJR101W,896
YMR188C,YNL081C,854
YMR188C,YBL090W,830
YMR188C,YCR071C,830
YMR188C,YGR084C,890
YMR188C,YDR237W,964
YMR188C,YHR059W,800
YMR188C,YGR076C,825
YMR188C,YNR036C,992
YMR188C,YKR085C,830
YMR188C,YNL177C,953
YMR188C,YMR286W,830
YMR188C,YHR147C,964
YMR188C,YDR462W,830
YMR188C,YDR347W,896
YMR188C,YPL226W,792
YMR188C,YNL005C,942
YMR188C,YMR158W,953
YMR188C,YPR166C,964
YMR188C,YGR215W,971
YMR188C,YCR046C,953
YMR188C,YBL038W,947
YMR188C,YHL004W,985
YMR188C,YDR337W,982
YMR188C,YNR037C,953
YMR188C,YDR322W,811
YMR188C,YEL050C,964
YMR188C,YPL183W-A,955
YMR188C,YPL118W,823
YMR188C,YDL045W-A,819
YMR188C,YBR282W,923
YMR188C,YML025C,953
YMR188C,YDR296W,800
YMR188C,YKL155C,832
YMR188C,YDR115W,830
YMR188C,YGR165W,809
YMR188C,YKL138C,804
YMR188C,YNL284C,964
YMR188C,YNL252C,964
YMR188C,YNR022C,800
YMR188C,YKR006C,800
YMR190C,YLR234W,799
YMR190C,YAR007C,780
YMR192W,YPL249C,734
YMR193W,YPR100W,964
YMR193W,YDR462W,830
YMR193W,YOR187W,825
YMR193W,YDR347W,820
YMR193W,YDR041W,922
YMR193W,YJL096W,830
